session_id,started_at,ended_at,duration_sec,total_spins,total_wins,total_no_win,visual_win_count,any_payout_count,real_win_count,break_even_count,net_loss_with_payout_count,no_payout_count,result_unknown_count,click_to_spinning_timeout_count,spinning_to_result_timeout_count,result_to_ready_timeout_count,visual_win_rate,any_payout_rate,real_win_rate,first_win_spin_index,spins_before_first_win,gaps_between_wins,avg_spins_between_wins,max_spins_between_wins,near_miss_count,near_miss_rate,bonus_tease_count,bonus_trigger_count,end_reason,consecutive_no_win_streak_max,total_wins_currency,total_losses_currency,confidence_notes,warnings
9a30d187-5dff-4bb6-920f-beaf3bc1bfc1,2026-04-08T05:55:43.397147Z,2026-04-08T05:55:46.171851Z,2.775737,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,,,,,,0,0.0,0,0,user_stop,0,,,,No spins recorded; check calibration and motion thresholds.
